polaridad,texto
0,Te amo demasiado!!! Por tu sensualidad  inocencia y belleza...porque pareces tonta pero sé que no lo eres y xq eres joven @ArianaGrande
0,A: Ven aquí... Hey estás fumando! B: Pero todos están fumando A: Sí pero a quien voy a besar a ellos o a ti? #MeCago #MeEnamore
0,Camisetas por comprar la 10 de Tevez con Boca y la nueva de Tomas Rincón con la Juve
0,Sin duda esta fue una noche buena maravillosa. Compañía comida y bebida perfectas. Amo a mi familia.
0,@MuniMiraflores @Munozestuvoz hola ayer separe una cancha de tenis para hoy a las 10 y al llegar estaba ocupada la alquilaron 3 veces
0,Feliz navidad y un increíble 2017 para toda la familia del voleibol peruano en especial a mis queridos colegas de @ZonaAtaqueCMD
0,En pocos minutos empieza Combate!! Usa el HT #CbtHastaSiempre y coméntanos que fue lo que más te gusto de tu programa favorito...
0,Con entusiasmo y optimismo en este primer día del año. Todo depende de lo que Dios me tiene preparado. #VamosConFe
0,MAPEO DE PROCESOS!!!! PMBOK ya falta poco... Pronto a vente
0,@emejota_qt un amigo trabajo ahí se encariño mucho con algunos jóvenes. De hecho te llevas una gran eeriencia
0,@SSLopezCano Es recíproco. Y eso que casi nos cae @enanagorda. La que se armaba.
0,@Angiecava1995 Jajaja nooo lo digo porque me parece raro ... Sigo sin ánimos de beber
0,Creo que mi papá se ha enojado porque le dije que pasaría Año Nuevo con mi mamá y no con él
0,Yo les deseo que sus deseos sean tan fuertes que se conviertan en voluntad... Feliz 2017!
0,Amo los vestidos largos y los enterizos
0,Que rico año nuevo Huanchaco 2017 de aquí PUMA PUMKHU mañana me larrrrgo y ya tramitando mi Schenguen hay cruditas como me hacen feliz
0,Darth Vader no pudo y la muerte se la llevo. Qué triste sabee que Carrie Fisher se nos fue #CarrieFisher
0,Los ambulantes ya invadieron Gamarra...
0,Feliz Cumpleaños @unforesto ! Te deseo los mayores éxitos muchacho! . @YurikitoKSP un par de chelas heladas parfavar!
0, En esta NAVIDAD todo regalo es bueno decir te quiero es mejor; pero un regalo y un te quiero es mucho mejor 
0,Estoy en @McDonalds_PER del parque kennedy y me he dado con la triste sorpresa que ya no dan el ají increíble ya nada es igual nada
0,Quiero un perro así porfiii.
0,@ChenteOink jajajaja este es un plato del restauran de mi casa cuando quieras tienes tu descuento familiar
0,Ricardito es un buen amigo y su abuelita necesita apoyo. RT por favor gracias BBVA: 0011-0057-0211103133
0,@Brigittgt y con "las conozco" me refiero a Maria y Krisbell . Mandale mis saluditos somos ingratas todas
0,@Isaa5309 Sabíamos que en la mañana en el caso de SONE la mayoría trabaja y eso pero valía la pena al menos fuimos en Lima #TeamSNSD
0,Una de las cosas más maravillosas en mi mundo es salir tarde y llegar a tiempo
0,Pasajes Maleta Mis 3 potes de bronceador Alguien está emocionada excepto por dejar a Salem solito
0,Sí suelo ser indiferente y despistada a varias cosas personalidades y actitudes sobretodo las que no me interesan. Vivo con los mios
0,Toca ir a trabajar así me duela el tobillo necesito el dinero ya que ahora es mi único ingreso.
0,No tomo alcohol y siento que mi cuerpo esta adormecido
0,@JesusAlzamora No yo no lo senti pero dicen que fue de 4... lo bueno es que siempre hay que estar atentos
0,No soy celosa sólo marcó mi territorio
0,Lilo y Stich Somos ohana #Ohana #Familia #LiloyStich
0,Soy una mrd de persona con buenos deseos
0,Decidido: lanzo canal de YouTube. Con qué canción o con qué tema me aconsejan que empiece?
0,@mfv7 Ayer la agarré a medias. Aún no veo el episodio completo
0,Cuando sales a comer solo #sunglasses #blackandwhite #bn #mall @ Real Plaza - Centro Civico
0,Sé fiel a ti mismo nunca es tarde para hacer las cosas bien
0,Csmre es porque no me puse el puto calzón amarillo...¿verdá?
0,@an_luc ya sé. y con lo mío es especialmente difícil. bro esto no es exclusivamente sobre la plata u know this
0,Mi celular se cayó horrible y por lo visto se afectó la cámara frontal.
0,@Quillaquiroz y según yo miradas a los ojos que valen por mil (todo de manera independiente a la sustancia "amor")
0,Me gusta mucho ir a Chepén y estar con la familia de Kike. Lo que no me gusta es tener que trabajar el lunes siguiente
0,@IvettlyOficial Lo mejor de l 2016 fue ver crecer a Ivettly y pasar momentos de alegría y tristeza pero llenos de enseñanzas.
0,Siempre me tengo que enamorar de alguien en el micro y cuando me bajo despedirme es lo más doloroso
0,@larepublica_pe sabran los jueces quê es honestidad? ?..y respeto? ?..no postulaba a un mercado de abastos. .si claro p lo q le interesa
0,Estoy contenta acabo de ver que los gustos que en algún momento transmití sobre una banda en específica ha llegado a otra persona más.
0,Mis demonios internos me dicen tatuajillos pero mi corona me dice no
0,@teleSURtv bien!!!viva Méxicoviva los pueblos indígenasviva una América libre!!!
0,@gialau04_ ta weno es que me pongo celosa
0,@cinencuentro gracias por compartir el teaser amigos de Cienencuentro
0,Ya parezco viejita levantándome y acostándome temprano
0,@YurikitoKSP @Universitario que feo tu corazoncito! Deja ser feliz a los demás
0,Quiero unas verdaderas vacaciones. Las necesito.
0,@fferxx_ yo te extraño más con suerte a fines de febrero voy por eeuu y te visito
0,@MilesdeMiles_ esto es en serio? Pobrecito!
0,Dios aprieta pero no ahorca creo que es muy cierto
0,@Lizzfrr el nuevo Dr Vet @fernandomerino ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago?
0,@MaricieloCernaU justo ayer que vi tu foto te iba a decir que bonita calle
0,Qué triste debe ser redactar una nota bien alegre sobre los feriados que decreta el Gobierno y saber que tú no los vas a disfrutar
0,Adios pajita jajajaja #ReproducePonteBonitaByMHart #VillaranCoimera #SIGUEMEYTESIGO #SiguemeYTeSigoAlInstante…
0,Adoro su carita cuando me dice hermosa
0,@LaliaB24 Igual después del 20 se quedan sin chamba esos payasos. Lo único bueno de ese día: no quedará UN SOLO obamista en la Tierra.
0,Como me hace feliz caminar
0,Ese placer secreto de quedarte sin datos y no saber qué michi pasa en el mundo
0,@esquinabaja yeeeeh y de buenas decisiones! (Preferiblemente tomadas antes del trago sino ya fue pues)
0,@BeluFerruzo si o si regresaras a Perú baby! Es más cuando leas esto es probable que estés aquí ya #PorFin
0,Broder que pinxe tráfico hay en Salaverry por UPC. No jodas voy a llegar tarde de nuevo
0,Odio la burocracia y mucho más la burocracia mal estructurada
0,Mientras mi jefe no se entere todo ok lol Los demás si tenemos sentido común
0,Llegar a la agencia y solo te reciben los pendientes como no me reciben con un lomito saltado
0,@CheLa_is Marcelitaaa aprovecha nuestro hermoso clima. No sabes cuánto se extraña
0,@Hctor23188075 @pcmperu no sé eso espero y lo mismo que anulen eso de la prescribición de los delitos no sé si menciona algo de eso
0,@EstefaniaM siempre habrá algo amiga pero con el tiempo lo superas y pierden importancia
0,@Fannylunita Solo jodo amiga Fanny! No se que tan buena persona sea Puchungo pero si es cierto lo que dices bacán!
0,No fue fácil pero la vida sigue
0,Les personas no somos eternas Lo más importante es el legado que dejamos la enseñanza para toda una familia y una generación
0,¿nunca han soñado que estan apuñalando a alguien y al ver que la sangre brota les provoca más clavarle el cuchillo?¿no?¿Soy solo yo?
0,Hoy es el cumpleaños de mi hermana no la pasó tan bien igual siempre estaré a su lado.
0,Que bonito debe ser vivir así siendo caradura y sin pedir disculpas
0,Mi jefe me acaba de regañar por un error que él cometió Al medio del regaño recordó que era su culpa y cambio de tema.
0,Estimada @evaayllon reciba un cordial saludo nosotros somos el 1er Centro de Ozonoterapia en el Perú contamos con muchos tratamientos
0,@RoxyMarquez91 me puedo volver loco yo quiero me MUERO POR UN GATITO
0,D.O eres genial ...Feliz cumpleaños y q sean muchos años más #E #EL #KPOp
0,@Fiorela_Gue aw ! recién veo esto sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari
0,@Rosa_Forno Tejida en técnica de crochet (Sólo tejida con las manos - "Mi dedo es un Crochet") Tiempo Récord de ejecución: 3 horas..!!!
0,@squall_drifter @PokemonGOespana me sucede lo mismo
0,La gente coreando en Río "ole ole ole ole delpo! Delpo!" Eres local @delpotrojuan saca ventaja de eso y da lo mejor. Pero ojalá pierdas
0,Sean las cuentas de Mc reales o no no lo veo bien si quieren una cuenta consigan el dinero y cómprenla con su esfuerzo no por rts
0,@isachi8 gracias!!!!!! Washis estoy feliz y aprovechando todo lo q puedo gracias por los deseos y buena vibra. Un abrazote a la distancia
0,¡Mi @Isoor_! Extraño tus tuis y TT Aquí jodida con cel de reemplazo - cuento los días para q me den MI equipo y volver a tuitear a full.
0,Ponerme a pensar en el producto nuevo el terminar lo de capsaicina preparar lo que endré en el Poster y todo lo q debo hacer mañana
0,El amor incondicional es esa clase de sentimiento que busca la felicidad de otro ser incluso a costa del suyo. Familia es quien te ama.
0,las parejas crecen codo a codo y es ahí donde se conoce el verdadero amor a mi no me hables de humildad que de eso nosotros sabemos bien
0,Morí @AlexisDescalzo me dio like #Bombon
0,Querer alguien que no te quiere es como intentar volar con un ala rota. ..................................
0,Haces un update con tu pata de intercambio. Te pregunta entre otras cosas por tu vida amorosa. Suena "brillas" de León Larregui.
0,y ale le dijo otra vez que estaban ocupados pero más calmada y recién lo capto y se fue. Al final nadie se sentó en esos sitios
0,quiero ver las muñecas de la mafiapero tengo que terminar mi examen y mañana tengo que hacer mi estúpido vídeo para el parcial y
0,No no soy pilato me refiero a que siempre ando con mis toallas humedad o yo siento que por mis manos la energía positiva entra a mi
0,mañana es viernes otra vez estoy nerviosa por que no sé como me voy a sentir con lo de ukai me voy a poner triste a cada rato
0,Cuando estas bien con DIOS el enemigo te pone incapie en el camino pero yo no tengo miedo por que mi FÉ esta en DIOS.
0,Todos mis días son: -Buenos días Mamita! -Hola hijita 30 min después.. -Chau mamita nos vemos mañana. -Chau hijita hasta mañana.
0,Mi mejor amigo me quiere revender un cupón para un fds en un Hotel en Chincha. Qué voy sola o qué? te pasaste de pendejo @Renzo_Ariza
0,Bien Rafael go ahead no rscuches a los minusvalidos mentales red tomatoes con climper y elmer cuba haran buen equipo!!!
0,hace mucho no e tenido que ver mi nombre en otras cuentas por que sera? a cierto yo le dije que no lo hiciera Gracias por hacer caso
0,Qué es el amor decían; pues la respuesta está a quien le preguntas. Todos aman no con la misma intensidad ni las mismas cosas.
0,@lghostfive ¿estás bien o estás ahí por alguien más? lo que sea que fuese espero de todo corazón que no sea nada grave del todo
0,Y entramos en esa época del año donde todos los comerciales me hacen llorar … empezando por el de los ositos en el aeropuerto #XMas
0,Bueno mañana es mi examen final de física el que apruebe determinará si me graduo o no desenme suerte y enciendan una velita pls
0,@Smilue TE AMOOOOOO CSM A LA FIy la verdad que eres la única que soporto de las amigas de tú sabes quien jeje
0,1 de diciembre y la gente tiene una sonrisa en la cara no se si es por el estrés del mes pero igual tienen una sonrisa. #felizdía
0,@Huargo1 me regalaron la mediana
0,Unos sufren por amor otro por idiotas otros(me incluyo) sufren porque se acerca fin de año y no hay dinero para viajar
0,@ZabdielpanamaOF cuenten conmigo Todo por Zabdi
0,@davidernestoz yo te veo bonito
0,La felicidad no es un estado en el que podemos permanecer siempre pero si una actitud que podemos elegir al valorar pequeños momentos
0,Yo quiero una rosa eterna
0,Pensé que este día no podía empeorar más y ahora Sali me dice que sus finales acaban un día antes de que me vaya
0,@ICETEX Hola. Soy extranjera y deseo crearme un perfil en su cuenta para acceder a las becas Colombo-Peruanas. Su ayuda por favor Gracias
0,@omarvch @plazavea yo hace un momento literal
0,Aunque aún no te lo creas déjame decirte que eres hermosa. Aunque aparentes ser muy orgullosa sé muy bien que tu amor es puro.
0,Meta 2017 llegar a 250 mil vistas en mi blog son solo menos de 67 900 vistas. Se que podre lograrlo
0,Empezamos con los 3 dias de festejos x mi cumple la noche promete..es q cumplir estos años bien vividos hay q celebrarlos como se debe
0,Entran a la oficina y dicen "Sólo les voy a pagar a las que no vienen con escotes pronunciados".
0,Bueno yo puse todo de mi parte paso siguiente: descartar lo pensado. Después que no me salga con que no lo intente. Bless
0,@MelissaPeschier JAJAJAJA No seria nada raro que el que maneje esa combi tenga como chófer a H.Becerril y a M.Mulder como cobrador.
0,aveces la vida nos sorprende  con buenas cosas y malas cosas pero a mi me esta sorprendiendo con lo que mas quiero
0,Bueno Yixing tuvo pocas líneas como siempre pero no voy a andar de pesada. Al menos no esta vez
0,@PaIestina @CDPalestinoSADP @arayamas @mauroabughosh @palestinalibre quiero un polo así
0,Es raro que le sigan dando like a mi comentarios de octubre pero me recuerda por qué lo puse
0,Ayer mi profe me ubicó y fue genial hablar de tantos proyectos en verdad de la nada nos encontramos con personas que nos motivan
0,Hoy es feriado y el trafico será menos igual o mayor en Lima allá vamos con Fe
0,Que ganas de cagarla y decirle a mis papás que no se quedó donde una amiga si no donde su nuevo novio
0,@magdyelugaz q lindo verte llevando la alegria a las familias y niños en esas fiestas espero que la pases lindo amiga Te deseo lo mejor
0,Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon me siento "buliado"
0,@monicaventas hola Monica tus libros (versión papel) se venden en Perú? Lo tenemos que dar como lectura obligada a nuestros vendedores
0,.@Taxibeat_Lima hola envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias
0,@elsacasas no lo aprendes ni en el cole ni en la universidad ni haciendo 100 posgrados. O naces o no. Es congénito
0,fue algo parecido al amor
0,@mena_198 Weee estoy hasta el perno en la U solo me queda salvar lo que pueda también te extraño pishe palo
0,Lo bueno de salir temprano es que puedo almorzar en mi casa o sea comida de verdad
0,Al principio me dolió ese corazón azul luego recordé cómo era y que no tiene bandera y se me pasó
0,@musadorada a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo
0,Queda claro que yo solo vivo para viajar~ No necesito casas ni propiedades solo necesito boletos de avión y mi mapita
0,@edelacr7 Ely todo bien? no se nada de ti u.u tengo número nuevo!
0,Hasta las últimas consecuecias #Abrahamers #Lealtad
0,Por fin río caray. Después de lo de ayer pensé que me iba a deprimir pero hoy estoy feliz
0,Comenzando mal la semana enfermandome
0,@SibylCollantes me dejo pensando tu twitt
0,Cada vez que escucho "Instituciones" de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti
0,No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora donde todo es posible
0,El segundo video del Otaku Fest está a un 60% (?) ;_; Espero esté listo para el día lunes
0,Papá:Yo quería ir al clásico contigo nenapero el domingo juego 3:30pm y otra vez no me verás. Yo: Ay noooo papi
0,Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh
0,Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!
0,Tan desesperado que hasta stalkea
0,Gracias canal 35 por la entrevista que hice de #Wake estoy muy contenta que mañana me voy por muchos piscos jaja
0,@IvettlyOficial Gracias a ti por todo por el cariño que brindas a tus seguidores por ser tan buena por ser como eres simplemente.
0,Creo que es la primera vez que no me deprimo por la fecha de mi cumple esta vez la preocupación por mi sustenta le ganó
0,creo que ambos nos seguimos leyendo pues bueno espero estés bien y poder conversar en algún momento éxitos en todo y vibras
0,Y uno que pensaba que no había que hacer inicio a realizar mi escalonado y mil horas para terminar
0,@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti
0,Por Navidad que tus huelepedos te regalen agüita de azahar cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.
0,Que huevada es trabajar feriado
0,Yo también podría subir las fotos de mis comidas y juguitos fit mi rutina en el gym but ¿Cúal es el fin? #genteposera #FelizJueves
0,Ma mira... - Qué? La Paca? Sí cómo supiste? - Porque es lo único que haces.
0,@mikkielias estes donde estes quiero que sea feliz y te quiero ver en la tv SAZÓN MICHELA VUELVE A
0,¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.
0,Me contaron una historia rara de el significado del uso de anillos de oro plata en que dedo y todo... pero lo he olvidado
0,Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo
0,Queeeeeeeeee rico pude recuperar el sueñooo
0,@mariobautista_ te amo mucho ojalá lo supieras
0,Hace mucho que tomó buenas decisiones
0,Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena
0,@unaese esperate que haga caja y te visito tengo planeado que mi 2017 sea un año bien viajero!
0,Extrañar es el peor sentimiento del mundo. Sientes como no puedes hacer nada por estar cerca de quien extrañas.
0,Quiero un pan con salchicha huachana
0,@vivianxhv se alejaron fue doloroso. Zayn dice que se habla poco con Liam. (El único)
0,Que horrible ser tan Celosa
0,El que se suba a mi auto sería feliz si le gusta la música pop a todo volumen
0,@TatoGI cada cantante y canción nueva caray
0,@yuyacst Holaaa yuya hoy es mi cumpleaños PODRIAS MANDARME SALUDOS? Por favor me harias muy feliz
0,Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad
0,@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf
0,Tendré que aprender a usar protector... Insolación Lo bueno es que me divertí mucho paseando en bici con mi segunda familia
0,@mariomejiah bueno no será troll pero Arana dice que no está de acuerdo paradojas de este congreso estrafalario
0,Como lidiar con un @#&@%#&-@gerente ....aguanta niña sólo 6semanas +
0,Que hoy sea un buen día.
0,Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento
0,@memepoliticope mientras q no le rompa la ñata o se la venda pateada...ta bien que se relaje mi tocayo gringo
0,Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!
0,Trataré de ser positiva este último mes para que no me vaya tan mal como todo el maldito año
0,Que bonito es ver el amanecer...
0,@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable
0,@IvettlyOficial La felicidad también es algo seguro solo debemos buscarla en las pequeñas cosas de la vida.
0,Por un momento pensé que #APEC2016 era todos los años en Lima y ya estaba emocionado
0,#AMAsTNT @BrunoMars abriendo los AMAS guao!!!  esperando a @ladygaga queen !!! Peru
0,si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai
0,Que se junte de nuevo #vozveis
0,creo que hoy será la primera vez que un viernes llegaré temprano a la u será porque es la última clase
0,@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto
0,Amis @EzioOlivaFans el Sáb. estaré en Chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado para ir
0,@IvettlyOficial El descanso también es necesario.
0,BUen día ... Hoy será un miércoles pintado de crema y rojo. Vamos por esos 3 puntos  a dejar todo en la cancha #YdaleU @Universitario
0,Dios santo alexis me ha tenido casi llorando y ahora viene a calmarme ochenta vidas después este chico
0,@Monilict justo hoy tengo la cena de fin de año del trabajo y vine en vestido
0,#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas
0,@luisenrique3365 Jeje. El @TuiteroCrema se perfila para periodista deportivo pero si la atina le tendré más respeto desde ya.
0,@YurikitoKSP lo haz asustado al pobre
0,Las Peculiares Riquezas del Norte del Perù.
0,@TheCR_MAN ¿Se refieren a cierto ínclito lanudo no? Digo para poner a enfriar las mías.
0,hola chicos perdon por no subir videos estube en fermo pero ahora no y a ya subi uno mirenlo
0,Es cuestión de actitud de perspectiva y circunstancias. Así que buena cara a los momentos malos
0,Hola Jefecito @CarlosJRubiofm ya conectada quisiera escuchar "Simplemente tu" y "no podras" de Cristian Castro @Fansdelaradio
0,→ ¡Ya lo sabes sigue a @Sedapal en sus Redes Sociales! Excelente semana para todos
0,La final de @YoSoy_Peru esta esta muy interesante
0,@YoSoy_Peru la imitadora de Anita Santibañez canta igualito a la original viendo la Final
0,@JKsSpicyLatina Espero que la hayas pasado lindo
0,Por que saben con ella es la única persona que llegaba a la u y empezaba a hablar de 5h y yo 1D
0,_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*
0,Nicole choteando idiotas desde tiempos inmemorables!
0,Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos prepararles la cena y conversar de todo
0,Que bella canción siempre me a gustado #AmorProhibido @SelenaQuintpics saludos #FIORELLACAYOESACOPAESTUYA
0,Con esto de la marcha del orgullo heterosexual ya no sé si puedo comer conchitas en la cebichería
0,Una pizza. Una conversación amena. Amigos. Buena noche
0,@AlvaMendz tú no más los otros dos años anteriores yo ya chambeaba saliendo de la u no más
0,@ron_quintanilla @belecastillo jajajaja cuando? Estoy súper full
0,@GianeRaffo14 hola te contamos que el incidente que tuvimos con el aspersor ya se solucionó ¡Te esperamos pronto!
0,No es feriado el 26 de dic ni el 2 de enero entonces mremod fútbol sábado y domingo
0,hoy dia fue un di de genial y de compartir con los niños
0,@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please
0,@ximena_casanova @VGardini25 yo tambieen SIGUE CON EL PACHECO OYE
0,Nuevo día..!! Sólo seguir para adelante que más da...
0,@AlejoIgoa la divaza te tiene cansado toda la noche no te deja dormir
0,El viernes dejo de ver a muchas personas por un buen tiempo y ah la
0,No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía
0,Amigas normales? Eso que es? Las mias son unas locas toditas *-*
0,@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion
0,@RicardoMoran no te gastes en responder de seguro tienes mejores cosas que hacer besos pelado
0,Luego de hacerles recordar todos los bellos momentos que no volverán me quede jataso ya desperté y sigo llorando
0,Mi noche no está completa si no veo el vlog de @elcholomena  creo que no subió hoy
0,#StarWars #RogueOne que buena película nos pone de regreso en esa galaxia muy muy lejana emocionante e intensa hasta el final.
0,@di3goc Espero llegar y encontrar esa impresora 3D
0,Y al noveno día le dije todo a la Marina #Mejorando
0,@FrancescaAgurto recién me conectooooo Juan está enfermo mañana te prometo que te recojo
0,Mañana es posiblemente el último encuentro de Natura que dirija y Enero ya empezar en Yanbal
0,@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre
0,@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v
0,- Señorita olvidó su bolsa -gracias joven  que puedo hacer por usted ? - avanzar en la fila nada más
0,Necesito un creador de contenido para mi página ¿Algún interesado?
0,No te rindas no.. dale a tu vida otro color siempre sale el Sol.. una vez más.... lalala..
0,Suerte que despierto junto a tí suerte que senti lo que sentí Suerte que hay más para conocer Suerte que contigo creceré
0,Todos vamos a ser puteados mañana bonita Navidad eh #despedidos
0,@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI
0,Almenos yo no vivo engañada #quebuenovermeahi #happy lo tengo todo
0,Y si estoy loco vas a vivir en un manicomio conmigo
0,@DanielUrresti1 no sea malo ... Admita que lo hacen reir de vez en cuando
0,Hoy no es un día cualquiera hoy cumplo 2 años con la mejor persona que la vida pudo darme.
0,Último día Isla Bonita y mis amigas están tristes por eso las extrañaré
0,@diego_baca jajaja te envidio pd: Felices Fiestas Baquita
0,Jamás pensé que el momento en que me tocara dar obsequios a quienes amo sería tan gratificante. Sus sonrisas lo valieron todo
0,Escuchar ritmo romántica va a hacer que me suicide
0,Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño
0,Lo increíblemente rapido que se ha esfumado mi dinero y todavía falta año nuevo.
0,Ya acabé mis pendientes pero espero comida que invita la chamba
0,@74evmm callate que esos son mis descargues en la choza jajajaja y aun tienen que esperar otro poquito mas
0,Lo peor es q las chicas piensan q es chiste claro como no es chongo de ellas fresh yo cargo con todo
0,@brayamqq es chevre las letras!! sabes q dia es mañana....
0,@val05r acá tienes un excelente abogado Dr Zamorano a sus servicios para el 3 ya que pagan viernes
0,Ahora que soy @bitelperu todo es más bonito.
0,Acampar es de mis actividades más favoritas del mundo mundial
0,Yo los vis hace dos días. Todos los perritos lucían tristes y en pésimas condiciones Qué bueno los hayan rescat…
0,@californiaLA70s igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!
0,@meiermq y mejor seria si le en cuentan a un Ramirez.
0,Camino a casa solo fueron 3 chelas
0,El porno es motivación no lo pueden prohibir
0,Hoy no es un buen día para mi
0,@barbaycanas es que ya no era necesario llamar ya sabiamos lo que espera la proxima sera
0,La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_
0,extraño cantar todas las de @CNCOmusic con esta estupida @99Allison11
0,@Artux_Creed #senpainavideño ARTUX ME VOY A BAÑAR SALUDAME!!!! PLISS!!!
0,@JulyyH18 Bye amigaa pásala bonito y aprende mucho para que de ahí me enseñes jajajaja espero verte prontito
0,@elhigadodmarita me agarran de buen humor por fin de año.
0,@RecuerdosPeru sus valores "procatolicos" no concuerdan con su evidente machismo
0,Ya quiero empezar a dibujar cuerpos desnudos de mujeres
0,@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.
0,Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro tenias razón
0,Hoy es el último taller de año
0,No debería estresarme. No es bueno en mis condiciones
0,Noche de pisco sour + películas con mi flaco
0,@AntuanetGalvez have fun Antu! Los mejores deseos
0,Tengamos un día lleno de magia y lindos momentos
0,@NaomiViera1 yo no puedo ver su ig story
