1,"b'@javiermalagon @allanlozada @MtzChero @malafamatuits \xf0\x9f\x99\x84 tienes 200,000 pesos\nTe puedes comprar tu Aveo de contado. O\xe2\x80\xa6 https://t.co/mLMIB1rXfC'"
1,b'A @njodal le \xe2\x80\x9clleg\xc3\xb3 su propio Uber\xe2\x80\x9d. Antes \xc3\xa9l decid\xc3\xada cuando se pod\xc3\xada liberar una nueva versi\xc3\xb3n de @GeneXus. Ahora\xe2\x80\xa6 https://t.co/2kgiMF0KG9'
0,b'Que pedo con Uber? Ahora hay que darles pinches propinas?'
0,b'RT @Camipolicaro: Cuando el uber te manda llegue pero no tenes idea como carajo es un toyota corolla https://t.co/d0V5BEFj4e'
1,"b'@unautovtc @ChoferCabify Todos tenemos derecho al trabajo, eso es obvio, nadie lo niega. Pero ya que hablamos de de\xe2\x80\xa6 https://t.co/3ACUd55zwp'"
1,b'La empresa responsable de la aplicaci\xc3\xb3n mostr\xc3\xb3 su inter\xc3\xa9s en cumplir con todos los requisitos legales y tributarios\xe2\x80\xa6 https://t.co/PZxz3TD7gG'
1,"b'Impiden que mujer viaje con su perro gu\xc3\xada, por que al chofer de @Uber \xe2\x80\x9cno se le da la gana\xe2\x80\x9d.\n\nV\xc3\xada: Lucero M\xc3\xa1rquez @Uber_MEX https://t.co/alDMh5Ksn0'"
1,b'Chevrolet Beat Activ es moderno y divertido como t\xc3\xba. Su atractivo no s\xc3\xb3lo est\xc3\xa1 en su dise\xc3\xb1o exterior. El interior es igual de incre\xc3\xadble. https://t.co/1wYXRYh9bb'
1,b'RT @elnuevoherald: Tremenda sorpresa: mujer y su amante piden Uber y los va a buscar su marido https://t.co/bx1WwSkgBg https://t.co/z8g6vhy\xe2\x80\xa6'
1,"b'Que tierno con su banderita y todo. @PesetoLoco colapso la Castellana porque fue acompa\xc3\xb1ando de 10.000 pesetas mas a un solo grito. Pero t\xc3\xba solito, aunque juntes a 20, sencillamente no puedes. Vete a jugar con la play. \n#TaxiEnLucha #EnElFuturoCabemosTodos https://t.co/6A7nLAtt6z'"
0,"b'@defensadeltaxi @sanidadgob @facua @DefensorPuebloE @consumorg @CECUMadrid @consumidores VIENE DESDE TAN LEJOS QUE SE HA BEBIDO TODO EL AGUA Y PARA COLMO NO ME LLEVA CON UN BEB\xc3\x89.\nMIRA, MIRA...\n#MejorEnTaxi #Taxi #taxiEspa\xc3\xb1a #Gobierno #vtc #DeleteUber #consumo #cabify #Uber #DefiendeEspana #EstafaCabifyUber #LicenciaUrbanaSi \n#TaxiEnLucha #1Vtc30Taxis #FelizMiercoles https://t.co/f4MZVM7MDq'"
1,"b'Le voy a dar un consejo: \xe2\x80\x9cD\xc3\xa9jelos que griten y piten, usted suba los vidrios, ponga m\xc3\xbasica, cante y sea feliz.\xe2\x80\x9d\n- Conductor de Uber.\n(\xc3\x89l me lo dijo para el tr\xc3\xa1fico pero yo creo que aplica para la vida)'"
1,"b'@fboschsendra @ChoferCabify @TaxiJordi @Adrian75h @cabify_espana Todos tenemos derecho al trabajo, eso es obvio, na\xe2\x80\xa6 https://t.co/crUMM5P1zP'"
1,b'#Tendencias | Iba para motel con su amante y el conductor de Uber que la recogi\xc3\xb3 era su esposo\n\n---&gt; https://t.co/kW6eSYpArG https://t.co/Tkf2LpqQTR'
0,b'Uber pagar\xc3\xa1 multa r\xc3\xa9cord de 148 millones de d\xc3\xb3lares por filtraci\xc3\xb3n de datos https://t.co/K3oQR7KRY0 https://t.co/ciOJM3vybB'
0,"b'@yuiso @Uber_ES @cabify_espana Yo 2 veces en uber, cabify nada'"
0,"b'Le ped\xc3\xad un Uber a la se\xc3\xb1ora que limpia en casa y cuida a mi hija para que vuelva a su casa. Vino una conductora. Venezolana. Fue la transacci\xc3\xb3n m\xc3\xa1s anti-paro, anti-taxi, anti-patriarcado, anti-chavista que hice en mi vida.'"
1,b'RT @asco_media: C\xc3\xb3mo te mov\xc3\xadas antes de Uber? https://t.co/TbKWh7fYmA'
1,b'Empresas como Uber y Cabify se llevan toda la riqueza fuera mediante pr\xc3\xa1cticas de elusi\xc3\xb3n fiscal. Y mientras nos precarizan en el trabajo. La uberizaci\xc3\xb3n de la econom\xc3\xada nos empobrece y destruye los derechos laborales de los trabajadores y trabajadoras. \n#EnElFuturoNoCabenBuitres https://t.co/13uAf4IRAj'
1,b'Y tambi\xc3\xa9n los taxis de sitio han dado ese tipo de servicio desde siempre...'
1,"b'RT @PidetaxiCordoba: El @ayuncordoba_es tratar\xc3\xa1 ""por todos los medios"" que Uber no se instale en C\xc3\xb3rdoba https://t.co/JaIgTXXP6G v\xc3\xada @EFE_A\xe2\x80\xa6'"
1,"b'@ChoferCabify @taxienmadrid @Motero_Kairon @GenteQueLucha @cabify_espana Todos tenemos derecho al trabajo, eso es o\xe2\x80\xa6 https://t.co/SGT6KA5rBX'"
1,"b'A @njodal le \xe2\x80\x9clleg\xc3\xb3 su propio Uber\xe2\x80\x9d. Antes \xc3\xa9l decid\xc3\xada cuando se pod\xc3\xada liberar una nueva versi\xc3\xb3n de @GeneXus. Ahora un algoritmo lo hace mucho mejor. \xe2\x80\x9cEn eso es muy superior\xe2\x80\x9d admite sin miedo, porque los algoritmos no dan entrevistas todav\xc3\xada. https://t.co/QhPlPIsxlz'"
0,"b'Hoy alguien se subi\xc3\xb3 a mi uber y me cobraron a mi el viaje, gente gandalla  \xf0\x9f\x98\xa1\xf0\x9f\x96\x95\xf0\x9f\x8f\xbb'"
1,b'Sorpresa amor/compadre'
1,"b'345 @sanidadgob @facua @DefensorPuebloE @consumorg @CECUmadrid @consumidores\n\nServidores BARATOS, se caen;\nConductores BARATOS, no saben CIRCULAR, NI ORIENTARSE;\nNo preocuparse. Tambi\xc3\xa9n son BARATOS al cobrar servicios NO REALIZADOS.\n\n#Uber #Cabify #EstafaCabifyUber #QuejasVTC https://t.co/wvOf7xoACv'"
0,"b'Van a lograr que me simpatice Uber, Los bol\xc3\xba trabajaban muy bien en la \xc3\xa9poca de la yegua pero la puteaban todo el d\xc3\xada. Ahora no se bancan la malaria y salen a quemarle el auto a unos pobres tipos m\xc3\xa1s cagados de hambre que ellos.'"
1,"b'@cronicaglobal @ChoferCabify @unautovtc Todos tenemos derecho al trabajo, eso es obvio, nadie lo niega. Pero ya que\xe2\x80\xa6 https://t.co/G84X7ZvGgF'"
0,b'LA COMANCHERA CHISMOSA: \nVictoria (amarga) del taxi contra Uber y Cabify: ... https://t.co/al0KcinLKM'
1,"b'La intenci\xc3\xb3n de la demanda civil es que Cabify y otras plataformas tomen en serio la integridad de las y los usuarios y cambien de fondo sus mecanismos de seguridad, se\xc3\xb1alan los abogados de los padres de Mara. https://t.co/WIfpzHWo6a'"
1,b'no si la neta me meto a la app de uber todos los d\xc3\xadas neta es como una adicci\xc3\xb3n\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x98\xab no puedo dejar de pedir ubers\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\x98\x94 https://t.co/eNtvSaGI3r'
0,b'Influencers ustedes??? Influencer mi pap\xc3\xa1 que conoce a todos y resulta que el chofer del uber lo reconoci\xc3\xb3 y eran a\xe2\x80\xa6 https://t.co/iVl34sjEI2'
0,b'FELICIDADES a la mayor\xc3\xada de conductores de Uber y Cabify que no se han dejado enga\xc3\xb1ar con la farsa montada x @unautovtc y @UGT_Comunica para salvar el chiringuito de cuatro especuladores\n\nOs esperamos en el taxi\nhttps://t.co/AMEcmkM8Kw\n\n2000 VTCs... #LicenciaUrbanaSi #TaxiEnLucha https://t.co/tV8YFlFrPI'
1,b'Saliendo del gym tomo uber el wey me reconoce de twitter me pide verga y nos lanzamos al motel a darle duro y rico \xf0\x9f\x98\x88\xf0\x9f\x92\xaa\xf0\x9f\x8d\x86\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/ugTKuTiLP5'
0,b'@ChoferCabify @artola80 @CaroloDriver @cabify_espana @OptimilArmengua @LeaksUberCabify Todos tenemos derecho al tra\xe2\x80\xa6 https://t.co/JQg9Fu4Guf'
0,"b'Si pasa, casi en todos lados me preguntan si estoy casada y yo lista para vestir santos \xf0\x9f\x98\x82'"
1,b'RT @elespectador: Mujer pidi\xc3\xb3 Uber para ir a motel con su amante y el conductor era su esposo.\nhttps://t.co/35zsGiaLfz https://t.co/oIzPcdp\xe2\x80\xa6'
0,"b'Si alguien quiere ayudar a Carolina, la joven venezolana a la que la mafia de los taxis le prendi\xc3\xb3 fuego el auto de\xe2\x80\xa6 https://t.co/che6NIrF1Y'"
0,"b'@UGT_Comunica @man_morgan1 @elprogreso_Lugo Vendidos y traidores, firm\xc3\xa1is ""paripes"" con @cabify_espana @Uber y @unautovtc , promoveis manifestaciones con los esclavistas y especuladores...\n#EnElFuturoNoCabenBuitres #taxienlucha'"
1,b'Delicias est\xc3\xa1 cargadito de delicias y de bares con alma y entra\xc3\xb1as! \xe2\x9d\xa4\xef\xb8\x8f'
0,b'RT @ConCiencia2015: La mafia volvi\xc3\xb3 a atacar a los choferes de Uber y Cabify https://t.co/uglXmh0VnS'
1,b'Perfecto por todos lados el jueputa.'
0,"b'RT @DhasiaWezka: El del Uber me pregunto si estoy casada, OLOVORGOOOOO \xf0\x9f\x98\x82'"
1,b'Muy duro https://t.co/4w5X4CfMJP'
0,b'@defensadeltaxi @sanidadgob @facua @DefensorPuebloE @consumorg @CECUMadrid @consumidores Agradecer\xc3\xada no me siguiera\xe2\x80\xa6 https://t.co/8UMtW5XQET'
1,b'#AgendaMundial Espa\xc3\xb1a: Uber y Cabify protestan contra una ley a favor del taxi tradicional #CDN https://t.co/d1qif1bQvr'
1,b'Les comparto mi \xc3\xbaltimo video creado con mi hermano @insomnio_chl en conjunto con @akrobeats y @blackdrumsprod  en\xe2\x80\xa6 https://t.co/GGv2Dewx3n'
1,b'El cabron del uber deseaba darse sus sentones en mi verga verga dura quer\xc3\xada ser uno m\xc3\xa1s de mis culos y demos duro......\n\nSee this and more at:\nhttps://t.co/8qwETZHNbh https://t.co/JP83gD9XWq'
0,"b'\xc2\xbfSabes qu\xc3\xa9 es la tarifa din\xc3\xa1mica d Uber?\nAhora llegan tirando precios para q les des t tarjeta d cr\xc3\xa9dito, pero en cuanto pase un tiempo, no tendr\xc3\xa1n que ir al ayuntamiento ni a la Junta para subir sus tarifas, lo hacen de un minuto a otro. Y no hay hojas de reclamaciones... https://t.co/IIcx3MGU6X'"
0,"b'Ped\xc3\xad un Uber y el idiota se estaba dando vueltas a lo pendejo para que yo le cancelara, as\xc3\xad que al final lo hice; p\xe2\x80\xa6 https://t.co/Sb8TaQOQ2K'"
1,"b'@odonnellmaria Mar\xc3\xada, preguntamos, y nosotros somos muy duros con @mauriciomacri \n\nUd que pretende, que nuestro Pre\xe2\x80\xa6 https://t.co/YF5Ty69sSE'"
1,b'amo a este ni\xc3\xb1o dios'
0,b'nueva sesion : monotype \nreglas : sleep clause \nitem clause \nno hay limite de legendarios \npokemon baneados : blaziquen con impulso groudoun kyogre etc es decir los uber https://t.co/AIC8HpiwME'
0,"b'Si alguien quiere ayudar a Carolina, la joven venezolana a la que la mafia de los taxis le prendi\xc3\xb3 fuego el auto de Cabify que conduc\xc3\xada para un tercero, tengo su contacto. Avisen!'"
1,b'Hoy cambi\xc3\xa9 @Uber_MEX por @DiDi_Mexico. Fue la mejor decisi\xc3\xb3n y espero que todos los usuarios inconformes de uber ha\xe2\x80\xa6 https://t.co/1WzoMadp9S'
0,"b'Otro rem\xc3\xads legal Cabify baleado. El otro d\xc3\xada otro con miedo a buscarme en el aeroparque. Hay sectores mafiosos, a ver si las autoridades est\xc3\xa1n a la altura de las circunstancias.'"
1,b'Con este clima hasta le pago uber'
0,"b'\xf0\x9f\x9a\xa8Un conductor de @Uber se neg\xc3\xb3 a brindarle servicio a una mujer invidente acompa\xc3\xb1ada de su perro gu\xc3\xada. Mientras se bajaba del auto, la usuaria conden\xc3\xb3 la acci\xc3\xb3n y denunci\xc3\xb3 discriminaci\xc3\xb3n por ser una persona con discapacidad\xf0\x9f\x9a\xa8 https://t.co/ixHGSl4FWH'"
1,b'Buenisimo ;'
0,"b'@PokemonGo_GDL Qu\xc3\xa9 susto, ya estaba por pedir uber porque no llegaba XD.'"
1,b'RT @elmundotoday: Las marcas de agua empiezan a regalar coches de Cabify con sus botellas\n\nhttps://t.co/IOa5N1BxSq https://t.co/dTymrSUUA1'
0,b'Uber pagar\xc3\xa1 multa r\xc3\xa9cord de 148 millones de d\xc3\xb3lares por filtraci\xc3\xb3n de datos de m\xc3\xa1s de 57 millones de usuarios https://t.co/flgSUGA6Bn https://t.co/i6Qs2SPuHv'
1,b'RT @GaboAntillano: Mi t\xc3\xado Pablo tiene c\xc3\xa1ncer. Es un gran tipo a quien admiro mucho. Cualquier ayuda se agradece:\nhttps://t.co/tbdBT4QIgD'
0,"b'RT @jesustaximadri: Zasca, en toda la boca\nUber acuerda pagar 148 millones de d\xc3\xb3lares por esconder un robo masivo de datos https://t.co/x7D\xe2\x80\xa6'"
0,b'Nunca he podido coincidir con un Uber \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb que vainas eh. \xf0\x9f\xa4\xa8'
0,b'Que uber de mierda'
0,"b'Cuando comparan UBER con la venta ilegal de los Sudaneses en la calle, pienso... mir\xc3\xa1 lo diferente que es la cosa, a ellos por ah\xc3\xad los levanta la polic\xc3\xada, a esta mujer le prendieron fuego su propiedad .  De verdad es lo mismo?  https://t.co/cUgP0AZboT'"
0,"b'Que tipos mediocres y pelotudos los tacheros. Votaron el Neoliberalismo pero no quieren a #Uber. No se bancan la  competencia que, adem\xc3\xa1s, brinda un servicio mejor y m\xc3\xa1s tobara. Juegan a los matones contra los laburantes. Son los rugbiers anabolizados del transporte. https://t.co/qT86vqX2tL'"
1,"b'La Sanidad P\xc3\xbablica es nuestro mayor tesoro. Ella y el resto de servicios p\xc3\xbablicos se mantienen con nuestros impuestos.\n\n\xc2\xbfA qui\xc3\xa9n le puede parecer normal que currantes, aut\xc3\xb3nomos y empresas decentes paguemos religiosamente y Uber, Amazon o Ryanair no? \n\n#EnElFuturoNoCabenBuitres'"
1,b'@Asil_Vestra0 @dammkring @cabify_espana Cada hora y media un servicio y quieren m\xc3\xa1s autorizaciones. Eso denota que realmente les da igual las condiciones del trabajador y s\xc3\xad llevarse el 25% de cada coche. Claro como el agua. #UGTEstafa  #Cabify  #EnElFuturoNoCabenBuitres #Uber  #uberizaci\xc3\xb3n'
0,b'@Zambuitre Ami lee la noticia primero antes de comentar. La mujer NO TEN\xc3\x8dA NI IDEA que su esposo trabaja en uber y\xe2\x80\xa6 https://t.co/bt2vJjqXW7'
1,"b'RT @DanielaMedV: @Uber_MEX Hola, \xc2\xbfqu\xc3\xa9 significan los cargos marcados como Uber Vorden en el estado de cuenta?'"
0,"b'La puta realidad del ""d\xc3\xada gratis"" de @Uber_ES @cabify_espana @unautovtc y sus colaboradores necesarios para legalizar el enga\xc3\xb1o... @UGT_Comunica #EnElFuturoCabemosTodos #ugtestafa #taxienlucha cc @fomentogob @abalosmeco Esto no lo ver\xc3\xa1n en los medios... https://t.co/LnBGs9Qm8M'"
1,b'Los taxistas viven el hoy sin mirar el futuro.#Uber es nada comparado con lo que se viene. El taxismo sin choferes.\nToda persona sin preparaci\xc3\xb3n superior est\xc3\xa1 destinada en el futuro a vivir de la caridad p\xc3\xbablica.\nAl menos eduquen bien sus hijos o no tendr\xc3\xa1n un futuro deseable.'
0,b'alanis estaria enamorada del uber q me esta llevando'
0,b'Hola Cabify. \xc2\xbfPor qu\xc3\xa9 ten\xc3\xa9is sedes en para\xc3\xadsos fiscales y utiliz\xc3\xa1is mecanismos de ingenier\xc3\xada fiscal para pagar menos impuestos en Espa\xc3\xb1a? #EnElFuturoNoCabenBuitres https://t.co/Ci4wYQKc6C'
0,"b'No consumas Uber, Cabify, Deliveroo, Globo , Airbub o Amazon , No es econom\xc3\xada colaborativa , Es Explotaci\xc3\xb3n y solo genera  pobreza para los trabajadores  y la sociedad ,  juegan con ventaja de no pagar impuestos . #EnElFuturoNoCabenBuitres https://t.co/GotgLM5ezj'"
1,b'Ahora.... le salio gratis la carrera? RT @Curioso_Digital: Mujer pidi\xc3\xb3 Uber para ir a motel con su amante y el cond\xe2\x80\xa6 https://t.co/SM8TWIvri9'
1,b'Padres de Mara Castilla presentan una denuncia contra Cabify por el delito de feminicidio\xe2\x9d\x8c\xf0\x9f\x91\x87\nhttps://t.co/D3zPh7ab2Z'
0,b'@Khate85 @Uber_Ecuador Conmigo eso no pasa.. pero solo hajo uber los fines de semana'
0,"b""Otra diferencia m\xc3\xa1s entre el #taxienlucha y las #VTC de #Cabify y #Uber La huelga de taxistas (servicios m\xc3\xadnimos gratuitos) y el d\xc3\xada gratis de vtc's (en un parking sin currar) #EnElFuturoCabemosTodos #MejorEnTaxi https://t.co/DlQ3eZdTS7"""
1,b'RT @sexxxation2: Adelantando la propina al del Uber https://t.co/x9Mf2NifSN'
1,"b'#Ahora | Pese al paro anunciado, Uber Guatemala confirma a @prensa_libre que ""el d\xc3\xada de hoy, la aplicaci\xc3\xb3n ha contado con socios conductores que contin\xc3\xbaan atendiendo a los usuarios, por lo que en ning\xc3\xban momento se ha visto afectado el servicio"".'"
0,b'RT @andresjotajota: Se acuerdan qu\xc3\xa9 fletada era la vida sin Uber en la peda?'
1,"b'Uber me hizo llegar este mensaje.  Viernes 28 de setiembre por marcha LGBT, descuento del 50% en traslados hacia el\xe2\x80\xa6 https://t.co/WYq6KfkpGy'"
0,b'@_elan_ O pedirles el Uber \xf0\x9f\x99\x84'
0,"b'\xc2\xbfPuede ser, podr\xc3\xada ser, lo digo as\xc3\xad sin pensarlo mucho,que el servicio gratuito de ayer que no llego a ser una realidad fuera para recopilar datos de usuarios(direcciones, nombres,numeros de tarjetas de cr\xc3\xa9dito...)as\xc3\xad por toda la feisss? https://t.co/FVCS9njx1f'"
1,b'Nojodaaaa...ESTA ES MI BARRANQUILLA BELLA...\nMujer pidi\xc3\xb3 Uber para ir a motel con su amante y el conductor era su e\xe2\x80\xa6 https://t.co/dlIE3IKZVV'
0,"b'Day 12 #30DaySongChallenge \nFito P\xc3\xa1ez   Circo Beat \xc3\xa1lbum completo, 1994) https://t.co/C2TqS3qoWG v\xc3\xada @YouTube'"
1,b'Que buen beat :v https://t.co/TgPPmDyl2I'
0,b'@gcba @horaciorlarreta @FelipeMiguelBA @diegosantilli @cambiemos @ocampomartinBA @juanjom cuando van a tomar cartas en el asunto esto ya se pasa de la raya gente sin laburo por la mafia de taxis! https://t.co/eJGNOcpPNo'
0,"b'Mi pregunta es #Uber #Cabify #VTC  #DGT \xc2\xbfCuando ocurre un accidente, y las probabilidades aumentan seg\xc3\xban la #Dgt de\xe2\x80\xa6 https://t.co/lYEbfIqWck'"
0,"b'#TraficoGT #TransitoGT @soy_502: Los uber no ""trabaron"" hoy. Huelga de sexo jajaja. https://t.co/RA6iZgnqzx'"
1,"b'@FeSMC_UGT @unautovtc Tiempo para estar con su hija? \xf0\x9f\x98\x82\xf0\x9f\x98\x82 Este t\xc3\xado es un director de #Cabify, qu\xc3\xa9 figura! Los conductores firman un contrato de 12h al d\xc3\xada 6 d\xc3\xadas a la semana. Esto hace casi 80h semanales, m\xc3\xa1s del doble permitido. Esto s\xc3\xad constituye un delito contra la seguridad del tr\xc3\xa1fico #Dgt #Vtc'"
1,b'Uber acepta pagar 148 millones por tratar de ocultar su brecha de seguridad de 2016 https://t.co/0zLAf3JlVL por @josedextro'
1,"b'Oye @fidelcanoco \xc2\xbfde verdad esa porquer\xc3\xada merece nota en @elespectador?, es que no la negra candela\n\nhttps://t.co/iFsBZZTYkV'"
0,"b'Grabaci\xc3\xb3n de conductor de #VTC denunciando la estafa que realizaron ayer las aplicaciones #Uber y #Cabify, ofertando viajes gratis y que en realidad fue un timo. Todo es manipulaci\xc3\xb3n medi\xc3\xa1tica, aqu\xc3\xad la realidad \xf0\x9f\x91\x87\xf0\x9f\x91\x87#EnElFuturoCabemosTodos #UGTEstafa https://t.co/08R8Lmo8Bm'"
1,b'Nojodaaaa...ESTA ES MI BARRANQUILLA BELLA...\nMujer pidi\xc3\xb3 Uber para ir a motel con su amante y el conductor era su esposo https://t.co/N9sqOWYgrD v\xc3\xada @elespectador'
0,"b'@Alegutierrez79 @Rouge_Deckard Si, buen\xc3\xadsima la competencia, es mas en Europa aparte de taxis y Uber hay otra empresa y de apoco van surgiendo mas'"
1,b'Conductores de Uber y Cabify protestan en Madrid: Los conductores de Uber y Cabify se\xe2\x80\xa6 https://t.co/l4lsTr1Von #fb'
1,b'RT @larepublica_pe: Mujer y amante pidieron Uber para ir a hotel y el chofer era el esposo \xe2\x96\xba https://t.co/IfmpBfcrfK https://t.co/v56nsEaO3y'
1,"b'Ash, ya se me hizo tarde mi amor, c\xc3\xb3mo me veo?... ll\xc3\xa1male a tu amigo el guapo que trae un uber, crees que pueda llevarme al trabajo? https://t.co/hXlHKYCbwU'"
0,b'RT @ElBlogiante: A ese especial le falta Vlade en un Uber.\nCOMO QUE AS\xc3\x8d NO ERA?!'
1,b'@Valledupar mucha sal.'
0,b'Skip Beat!- Cap\xc3\xadtulo 3 - Sub Espa\xc3\xb1ol - Live Action: https://t.co/W8Kbx2PtRU v\xc3\xada @YouTube'
